CustomerID,Recency,Frequency,Monetary_Value
13695,30,15,2504.1299999999987
13697,38,1,151.3
13699,154,1,308.58
13700,25,10,2265.119999999999
13703,317,1,99.5
13704,4,9,2308.0599999999986
13705,7,3,711.8600000000001
13706,302,1,330.78999999999996
13707,266,2,806.4100000000004
13708,270,1,296.87999999999994
13709,3,13,6328.050000000004
13710,31,1,180.48000000000002
13711,218,2,252.06000000000003
13712,246,1,228.83999999999997
13715,280,5,1079.3399999999997
13716,268,1,138.28
13717,31,6,1445.0100000000002
13718,245,2,306.55
13719,14,5,1041.68
13720,116,4,799.8999999999999
13721,35,1,524.14
13722,131,3,2375.4100000000008
13723,216,1,199.85000000000002
13725,49,8,1980.5600000000004
13726,38,2,1079.6600000000003
13727,28,2,333.4800000000001
13728,36,6,1016.1399999999999
13730,135,2,752.5999999999998
13731,218,2,610.5899999999999
13732,27,1,491.86
13735,24,4,2885.2399999999975
13736,4,2,731.8999999999999
13737,199,1,339.59999999999997
13739,17,1,216.9
13740,240,1,350.75
13741,71,3,668.43
13742,16,12,3131.020000000001
13743,2,7,1341.5999999999997
13744,94,2,1156.36
13745,161,1,300.03999999999996
13747,373,1,79.6
13748,95,5,948.2499999999998
13750,53,5,1647.2599999999998
13751,287,1,296.24999999999994
13752,123,6,1186.2800000000002
13753,287,1,741.26
13754,151,2,282.6
13755,3,9,2161.3500000000013
13756,1,14,5189.519999999995
13758,11,7,3190.550000000001
13759,32,2,659.41
13760,53,2,286.78999999999996
13761,49,2,1070.65
13762,218,1,306.72
13763,62,1,1714.9599999999998
13764,70,3,1521.7600000000002
13767,1,37,17220.360000000008
13769,1,10,2796.5099999999993
13771,63,4,2634.450000000001
13772,33,3,1132.13
13774,81,1,344.99999999999994
13777,0,33,25977.15999999998
13778,102,1,178.7
13780,6,2,360.01
13781,250,1,127.84000000000002
13782,12,6,911.9999999999992
13784,9,11,2462.7899999999995
13786,366,1,230.4
13787,75,2,309.04
13790,3,1,348.79999999999995
13791,127,2,1516.0
13792,65,2,195.54999999999995
13798,0,57,37153.84999999998
13799,116,2,688.8600000000002
13800,309,1,558.3199999999997
13801,66,1,324.79999999999995
13802,138,3,4599.420000000001
13803,254,1,277.07000000000005
13804,30,7,2635.7900000000004
13805,51,2,924.5999999999999
13806,63,1,256.38
13807,366,1,112.6
13808,5,5,1747.66
13809,304,1,155.05
13810,28,3,1499.01
13811,183,3,814.5
13812,41,3,538.9999999999999
13813,39,4,1366.8599999999994
13814,91,2,1579.1200000000001
13815,21,4,4027.3599999999983
13816,23,2,571.6700000000001
13817,28,2,382.9799999999999
13819,301,3,1140.35
13821,144,2,385.64
13822,5,2,632.0000000000001
13823,18,2,957.6600000000001
13824,32,5,1698.9399999999998
13826,175,1,189.5
13827,57,3,412.0499999999998
13828,21,1,209.49000000000004
13831,15,6,2202.99
13832,18,1,52.199999999999996
13833,158,1,384.7999999999999
13835,24,4,834.57
13837,211,2,271.24000000000007
13838,5,4,691.7299999999999
13841,252,1,85.0
13842,58,9,3385.619999999999
13844,10,1,361.62
13845,64,1,312.98
13846,24,3,865.0600000000005
13848,91,3,1255.0
13849,51,2,1537.95
13850,128,1,1595.4799999999996
13851,95,3,2651.46
13853,56,1,1090.14
13854,8,25,8109.5199999999995
13856,168,3,388.5
13858,56,1,216.16999999999996
13859,325,1,201.16
13860,0,5,1245.9000000000003
13862,17,8,2209.360000000001
13863,247,1,305.78000000000003
13865,57,4,501.56
13866,73,1,145.67
13867,30,3,1015.2900000000002
13868,6,2,3192.54
13869,122,4,3104.9500000000035
13870,1,8,2770.9400000000005
13871,22,13,6403.250000000004
13873,119,3,389.6
13874,357,1,540.45
13875,53,5,1786.7900000000004
13876,63,1,122.69999999999999
13877,85,1,117.24000000000001
13878,54,1,1281.53
13880,20,13,3219.7700000000004
13881,3,20,17159.519999999993
13882,2,5,1191.1299999999999
13883,10,5,2674.479999999998
13884,6,5,787.6000000000001
13885,188,2,506.8000000000001
13886,70,1,243.56000000000003
13887,203,1,349.54999999999995
13888,119,2,605.63
13889,92,1,416.9
13890,0,10,1883.8099999999995
13892,26,4,632.97
13893,297,1,821.1
13894,23,3,564.62
13895,27,4,2593.0699999999993
13897,49,1,311.15999999999997
13898,325,1,155.93
13899,15,2,388.52000000000004
13900,182,3,740.9499999999997
13901,71,5,2867.2
13904,36,2,332.63999999999993
13908,79,4,2369.5499999999984
13911,56,9,2580.909999999999
13914,11,2,626.4499999999999
13917,49,2,272.04
13918,49,2,1212.8400000000001
13919,58,2,384.81
13922,351,1,172.24999999999997
13923,53,1,351.13000000000005
13924,1,6,1838.8500000000001
13925,92,4,678.2499999999999
13926,22,1,223.85000000000002
13927,74,1,348.99
13928,10,4,464.56999999999994
13929,168,2,842.6500000000001
13930,57,2,337.3399999999999
13931,95,2,1237.5300000000002
13932,294,1,307.4
13933,108,2,608.7899999999998
13934,263,1,922.0999999999997
13936,179,1,376.58
13937,168,1,158.85
13938,34,1,71.66
13939,22,3,568.5499999999998
13940,16,4,839.1400000000002
13941,21,5,5112.96
13946,78,3,561.57
13947,64,1,90.6
13948,360,1,101.99999999999999
13949,2,6,2427.3199999999974
13950,10,4,745.0600000000001
13951,175,3,674.4499999999998
13952,217,2,3251.071
13953,6,7,3515.6800000000003
13954,1,2,439.92
13955,153,2,322.96
13956,4,5,1026.4200000000003
13959,78,3,598.1999999999999
13960,20,2,230.22
13962,21,2,169.55
13963,307,4,664.54
13967,145,1,80.7
13969,6,18,9053.940000000002
13971,18,8,2758.26
13972,70,2,190.25000000000009
13973,286,1,264.7
13974,48,1,413.59
13975,30,6,2526.2799999999993
13976,206,1,357.9800000000001
13978,14,2,196.79
13979,72,1,869.8700000000001
13980,59,1,200.14000000000001
13982,38,4,1871.81
13983,29,12,2603.43
13984,26,5,920.5100000000001
13985,3,15,7060.130000000006
13986,16,1,320.46000000000004
13988,19,6,4147.960000000001
13989,65,2,1266.0799999999997
13990,212,1,311.3
13991,11,6,855.9699999999999
13992,29,1,76.8
13993,42,9,3466.36
13994,3,6,2313.140000000001
13995,14,5,1393.6899999999996
13999,9,12,3901.8100000000036
14000,210,1,635.6600000000001
14001,45,3,2043.08
14002,133,2,529.73
14004,42,7,4582.639999999999
14005,9,5,2874.7200000000007
14006,115,3,962.1899999999999
14009,197,2,695.6099999999999
14012,277,1,328.8
14013,109,3,473.02
14014,76,1,505.18000000000006
14015,52,1,917.34
14016,161,4,4341.21
14019,46,3,1421.6100000000004
14020,16,2,642.8000000000001
14021,154,3,631.9000000000001
14022,224,1,440.0
14023,6,2,584.0699999999998
14024,121,2,327.7
14027,60,1,104.82000000000002
14029,62,2,467.65999999999997
14030,17,8,2360.0899999999997
14031,6,19,17286.859999999997
14032,1,11,2975.5900000000006
14034,21,3,651.8200000000002
14035,28,5,1428.0200000000002
14036,284,1,626.6499999999999
14037,175,2,147.20000000000005
14038,77,3,1560.379999999999
14039,32,1,152.2
14040,40,12,3614.9199999999996
14041,265,1,141.41
14044,26,4,652.8199999999993
14045,108,4,1659.75
14046,283,1,154.98999999999998
14047,8,5,1308.61
14048,304,1,409.9299999999999
14049,16,4,5681.719999999997
14050,31,2,746.3600000000001
14051,0,23,15610.389999999989
14052,19,1,225.35999999999993
14053,123,2,260.25
14054,64,1,92.46
14055,105,1,725.6400000000001
14056,0,23,8214.64999999998
14057,23,17,6217.960000000002
14059,266,1,183.59999999999997
14060,4,19,6140.419999999998
14062,9,12,10464.85
14064,28,5,1353.7400000000002
14066,266,1,152.55
14067,63,2,374.69999999999993
14068,319,1,265.85
14071,3,8,1438.820000000003
14073,31,1,151.04
14075,4,3,942.2599999999998
14076,128,1,122.46999999999997
14077,40,5,499.41999999999996
14078,101,6,1049.3700000000003
14079,124,1,375.09999999999997
14080,32,1,45.599999999999994
14081,301,2,934.5200000000001
14082,364,1,182.24999999999997
14083,3,9,1018.4299999999998
14085,1,18,4448.539999999997
14087,2,1,194.42
14088,9,13,50491.81
14089,56,1,161.0
14090,324,1,76.32000000000001
14092,7,14,4076.910000000003
14093,11,1,442.8499999999999
14096,3,17,65164.78999999966
14098,36,1,147.34999999999997
14099,15,11,3104.1700000000005
14100,137,1,194.9
14101,73,6,5976.79
14102,4,5,1360.2800000000002
14104,154,2,216.20999999999998
14105,238,1,1266.2300000000002
14107,51,7,2703.23
14108,30,2,597.9100000000001
14109,72,1,144.2
14110,3,12,5683.149999999999
14111,13,4,692.85
14112,22,7,2915.1499999999974
14113,3,4,1840.4200000000005
14114,273,2,386.53
14116,19,5,1382.7400000000002
14117,143,1,90.0
14121,3,4,2780.1499999999996
14124,83,1,419.58000000000004
14125,10,3,2740.4300000000017
14126,7,3,706.1300000000001
14127,122,3,709.7099999999996
14128,60,2,637.5000000000001
14129,1,5,1123.86
14130,318,1,483.85999999999996
14132,1,11,3586.030000000001
14133,129,3,605.6399999999999
14135,1,15,4690.31
14138,1,2,982.3800000000005
14139,45,1,415.81999999999994
14140,3,2,935.0499999999996
14141,2,4,915.1300000000002
14142,372,1,311.81000000000006
14143,133,1,115.8
14145,46,4,3742.2
14146,8,5,4190.999999999999
14147,77,2,483.4
14148,233,1,157.2
14149,220,1,446.62000000000006
14150,35,2,658.6400000000001
14152,74,2,621.2900000000002
14154,238,2,1345.6200000000003
14155,265,1,118.75
14156,9,55,117379.6299999998
14157,19,2,432.88000000000017
14158,39,1,507.66000000000014
14159,19,11,4693.00999999999
14161,215,3,1110.52
14162,173,2,289.36000000000007
14163,86,4,2445.9100000000008
14164,70,2,1631.7700000000002
14165,275,1,122.53999999999999
14167,38,4,574.8399999999999
14171,97,1,363.78999999999996
14173,10,4,450.84000000000003
14174,32,1,134.46
14175,59,3,3222.3000000000006
14176,296,4,576.9
14177,85,4,559.4100000000001
14178,8,7,1620.93
14179,40,2,719.7799999999997
14180,10,25,4748.519999999998
14184,66,1,452.89
14185,330,1,197.65
14188,30,6,2054.3599999999997
14189,1,15,4654.079999999998
14191,1,13,4684.760000000001
14193,67,2,853.3900000000001
14194,4,21,11349.519999999986
14195,201,2,1011.9999999999998
14196,106,1,335.52
14198,17,4,701.3999999999999
14199,217,1,185.39999999999998
14201,59,7,747.4399999999999
14204,1,1,161.02999999999997
14205,16,2,466.70000000000005
14206,238,1,328.1599999999999
14208,94,1,151.73999999999998
14209,10,6,2073.4300000000003
14210,105,6,1905.8400000000001
14211,52,9,2241.1000000000004
14212,89,1,1070.48
14214,30,5,1004.3799999999997
14215,11,6,1789.7200000000005
14216,2,4,1839.3
14217,1,17,2004.9800000000002
14218,42,1,169.48000000000002
14219,3,1,89.94
14220,246,2,632.4
14221,41,9,3432.7999999999993
14222,176,1,683.17
14223,91,3,991.13
14224,109,4,1050.1200000000001
14226,28,5,2232.19
14227,25,10,3350.9600000000014
14229,51,3,1547.2
14231,183,3,925.71
14232,42,5,2048.0700000000006
14233,48,4,1462.7200000000007
14234,21,4,775.4600000000004
14235,74,5,3144.8599999999997
14236,80,2,490.86
14237,372,1,161.00000000000003
14238,325,1,146.85
14239,42,11,2380.8500000000017
14240,29,2,890.3400000000005
14241,183,1,213.70000000000002
14242,234,2,280.55
14243,8,10,2588.769999999999
14245,219,2,1693.4499999999996
14246,110,3,1474.0600000000006
14247,277,1,136.77
14248,317,1,302.58
14250,6,3,1904.0500000000002
14251,1,5,2879.7000000000003
14256,259,2,969.06
14257,63,5,3099.72
14258,8,9,12669.979999999996
14259,141,1,120.0
14261,50,2,1163.4499999999998
14262,7,8,2618.230000000001
14264,154,2,333.97
14265,108,2,530.18
14267,162,3,1516.2399999999998
14270,331,1,492.6499999999999
14271,225,1,112.32000000000002
14272,73,2,437.96000000000004
14273,50,4,559.9700000000001
14276,98,3,1119.7399999999998
14277,14,3,4216.200000000001
14280,196,1,134.04
14282,2,15,3729.3400000000042
14284,30,2,595.2500000000001
14285,20,4,1910.0100000000004
14286,23,3,4628.749999999998
14287,7,3,176.63
14288,212,1,426.6
14289,8,6,911.2599999999999
14290,10,5,2314.6499999999996
14291,1,11,3883.249999999998
14292,7,9,4871.9299999999985
14293,2,4,1046.5599999999993
14295,39,1,166.2
14297,17,4,1305.3299999999997
14298,7,44,51527.299999999974
14299,7,9,3965.6199999999953
14300,18,1,43.2
14301,116,1,640.14
14304,222,1,383.45000000000005
14305,70,3,1858.9599999999998
14306,50,2,2093.3199999999997
14307,88,6,2995.7200000000007
14309,7,9,2352.530000000001
14311,242,1,310.26
14312,46,6,1611.5899999999995
14314,106,1,120.0
14315,44,6,2481.129999999999
14317,64,1,508.58
14320,206,2,477.7900000000001
14321,10,5,1530.749999999999
14323,114,2,605.0600000000002
14326,241,1,183.85
14327,162,1,311.65000000000003
14329,16,7,5014.840000000004
14331,123,2,462.65999999999997
14332,22,3,866.3099999999998
14333,67,1,415.2
14334,16,8,2552.2100000000005
14335,15,2,468.26
14336,16,4,1614.9100000000008
14338,160,2,588.2199999999999
14339,242,1,309.52
14340,218,1,134.7
14341,44,8,2182.2799999999984
14342,20,4,668.5600000000002
14344,126,8,889.9300000000002
14345,38,1,108.97999999999999
14346,120,2,1021.5800000000002
14348,259,1,409.57
14349,9,1,133.50000000000006
14350,273,1,282.92999999999995
14351,164,1,51.0
14352,156,4,1078.96
14353,214,1,90.6
14354,5,2,163.62
14355,365,1,174.4
14356,79,2,701.23
14357,42,1,225.77000000000012
14359,18,3,912.1800000000002
14360,31,4,2128.23
14362,21,1,161.20000000000002
14364,108,8,3717.349999999999
14367,7,16,9261.520000000006
14368,319,1,155.00000000000003
14371,294,1,100.5
14373,357,1,76.55
14375,184,1,257.67999999999995
14377,190,2,617.05
14379,43,2,348.1
14381,51,1,202.6800000000001
14382,25,1,626.07
14383,37,3,1247.6899999999998
14385,8,3,202.11
14386,296,1,142.4
14387,32,3,1770.5600000000013
14388,9,8,3212.8400000000015
14389,64,2,1043.46
14390,9,9,4652.8200000000015
14393,217,1,67.94999999999999
14395,1,9,3507.710000000001
14396,64,2,487.99
14397,2,19,2612.960000000001
14400,148,1,574.7
14401,3,13,4051.4799999999987
14403,129,4,1475.8100000000002
14404,33,6,1474.3200000000004
14406,118,1,156.75
14407,106,6,2157.7299999999996
14408,10,7,2606.53
14409,70,6,2059.45
14410,91,9,1105.0699999999986
14411,310,1,1063.0
14412,42,2,770.0300000000002
14413,361,1,122.7
14414,91,7,1496.9800000000005
14415,0,13,5900.279999999999
14416,21,2,490.22
14418,3,3,1937.2500000000002
14419,10,6,1058.0600000000002
14420,98,1,387.52
14421,56,2,813.11
14422,0,6,4263.64
14423,217,1,265.2
14424,17,1,322.08
14426,23,10,4481.670000000001
14427,49,2,363.34000000000003
14428,6,5,1244.8300000000004
14431,302,1,470.35999999999996
14432,9,6,2255.5099999999984
14434,21,6,1372.8
14436,98,1,89.06
14437,365,1,63.0
14438,305,1,131.9
14439,319,1,2661.24
14440,7,5,2357.6800000000003
14441,0,4,1712.8900000000008
14442,204,2,1589.8200000000002
14443,53,4,1420.2000000000005
14446,0,4,1039.5800000000008
14447,18,5,1163.2300000000005
14448,8,2,375.35
14449,18,4,907.0999999999999
14450,180,3,483.25
14451,59,2,662.5900000000001
14452,10,2,264.44000000000005
14453,189,1,119.93000000000002
14456,4,9,3062.3999999999983
14457,310,1,113.64
14459,154,1,1837.9199999999996
14460,109,3,434.34
14461,147,3,2103.059999999999
14462,65,11,2004.0200000000004
14463,97,3,529.62
14465,246,3,1058.6200000000008
14466,28,7,2272.4000000000015
14467,17,4,598.7599999999999
14470,11,2,461.19000000000005
14472,103,8,1936.8400000000013
14473,73,2,234.34
14474,45,1,547.6600000000001
14475,71,3,925.8499999999998
14476,256,1,215.7
14477,19,4,1309.6000000000001
14479,253,2,316.24999999999994
14480,10,1,279.05
14481,164,2,636.5100000000001
14482,17,6,2068.150000000001
14483,281,1,137.10000000000002
14484,49,1,321.91999999999996
14485,38,1,165.75000000000003
14487,26,6,1196.3300000000002
14488,67,1,1064.2800000000002
14489,206,1,463.38000000000005
14491,174,2,340.93
14493,6,5,2383.2400000000002
14494,25,1,139.56
14495,50,2,123.79999999999998
14496,311,2,538.8100000000001
14497,308,1,475.3699999999999
14498,42,5,1957.3200000000004
14499,25,3,815.32
14500,87,3,356.85
14501,183,2,251.20999999999998
14502,19,11,2470.6699999999996
14503,2,6,3543.2600000000016
14504,46,4,673.2599999999995
14505,16,8,5905.639999999987
14506,16,5,2012.1700000000012
14507,23,6,1383.1799999999994
14508,21,2,276.41999999999996
14511,10,5,1314.8099999999997
14512,187,2,275.28
14513,100,3,455.59000000000003
14514,60,3,1055.35
14515,17,6,2102.0899999999997
14517,32,2,330.45
14518,63,1,174.37
14520,1,2,270.6
14522,23,4,974.54
14523,107,1,241.09000000000003
14524,31,9,1867.6800000000007
14525,19,9,4332.199999999996
14527,2,55,8508.81999999996
14528,36,1,364.22
14529,59,3,620.0399999999998
14530,25,6,2925.910000000001
14532,235,4,932.8499999999997
14533,24,7,1949.7200000000007
14534,2,18,4447.049999999999
14535,59,3,2864.190000000005
14536,259,1,171.8
14537,57,1,355.5600000000001
14538,64,2,388.2499999999999
14539,15,2,537.48
14540,9,3,996.26
14541,58,8,1461.6499999999999
14542,185,1,103.25000000000001
14543,28,16,3630.330000000001
14544,23,2,2024.4500000000005
14546,4,5,2578.0900000000024
14547,3,8,4007.539999999999
14548,150,2,652.8
14549,310,1,289.2399999999999
14550,10,2,765.6200000000001
14551,17,2,186.23000000000002
14552,151,1,165.07000000000005
14553,18,5,859.27
14554,9,4,2381.040000000002
14555,56,2,324.14000000000004
14557,84,1,788.3800000000001
14560,6,22,2237.7700000000013
14561,75,3,1080.7600000000004
14562,3,18,5074.769999999998
14565,95,4,3099.1200000000017
14566,110,1,1432.0
14567,56,2,1530.3600000000006
14569,0,1,227.39
14570,280,2,218.05999999999992
14572,2,7,2832.840000000001
14573,179,9,1653.4200000000017
14576,371,1,35.400000000000006
14577,12,4,859.7100000000011
14578,2,1,168.63
14581,16,1,138.6
14582,40,1,114.11
14583,5,5,1052.5500000000004
14584,168,4,1042.2599999999995
14585,49,1,157.05
14586,276,1,237.35999999999996
14587,18,9,1601.1400000000008
14589,371,1,39.75
14591,14,4,1447.140000000001
14592,34,3,570.4599999999998
14593,21,3,617.9900000000001
14594,6,2,379.82999999999987
14595,19,6,1740.6000000000001
14597,10,2,883.1500000000002
14598,43,1,221.97000000000003
14600,305,1,393.3299999999999
14601,10,1,213.96000000000004
14603,274,1,660.0
14606,0,93,12156.65000000007
14607,15,14,16569.5
14608,3,4,1785.1499999999999
14609,71,4,601.5600000000001
14616,242,3,406.08000000000004
14618,8,3,553.44
14619,245,1,394.43999999999994
14620,205,2,412.78
14621,0,5,1788.36
14622,184,1,320.58
14623,31,5,889.2499999999999
14624,56,2,225.84999999999997
14625,195,2,899.63
14626,23,4,2791.2699999999995
14628,90,2,671.96
14629,3,2,959.0100000000001
14631,50,3,1006.9799999999998
14632,262,1,114.55999999999999
14633,265,1,344.9000000000001
14636,35,2,609.8500000000001
14638,50,1,443.6
14639,51,6,2984.4900000000025
14640,23,6,2125.079999999999
14641,21,1,110.46
14642,58,1,96.12
14643,169,2,693.8100000000001
14644,67,2,830.76
14645,156,2,597.09
14646,1,74,280206.01999999984
14647,200,1,243.21999999999994
14649,4,4,1417.2899999999997
14651,66,2,654.5999999999998
14652,76,1,114.18000000000002
14653,0,7,1947.5499999999997
14655,7,4,1932.23
14656,168,2,291.04999999999984
14657,17,4,848.22
14658,4,2,247.14999999999998
14659,8,9,2529.930000000001
14660,86,2,285.73999999999995
14661,26,1,107.95
14662,28,4,771.1700000000003
14664,19,2,637.89
14665,60,5,1835.7000000000003
14666,23,1,195.24999999999997
14667,10,25,9241.200000000004
14669,241,3,1269.9900000000002
14670,279,2,411.5300000000001
14672,234,2,765.55
14673,2,5,1736.3999999999994
14675,15,1,604.7499999999999
14676,30,6,2548.24
14680,24,16,28754.11
14681,70,3,498.95
14682,187,2,52.0
14684,25,5,1236.2800000000013
14687,106,1,628.3799999999999
14688,7,21,5630.869999999997
14689,208,1,112.80000000000001
14690,43,2,371.7
14691,30,5,2114.3299999999995
14692,136,4,591.5500000000001
14693,264,1,172.9
14696,3,7,2078.95
14697,217,2,188.60999999999996
14698,1,5,1250.7600000000014
14699,213,1,109.12999999999998
14700,31,3,2235.2999999999997
14701,10,9,2549.369999999999
14702,0,17,3292.139999999998
14703,14,1,318.1699999999999
14704,10,9,1546.9099999999999
14705,198,1,179.0
14708,2,3,1126.37
14709,14,13,4921.040000000007
14710,13,4,606.1300000000002
14711,9,11,2868.7999999999965
14712,28,3,917.07
14713,8,11,2666.36
14714,23,1,160.19
14715,24,4,867.3800000000001
14716,42,2,329.6799999999999
14719,1,5,1602.1300000000008
14720,5,3,663.8100000000003
14722,146,1,187.91999999999996
14723,9,6,1158.3
14725,24,1,718.08
14727,273,1,268.58
14729,373,1,313.48999999999995
14730,0,8,2005.0600000000063
14731,46,3,380.0199999999999
14732,7,8,2702.49
14733,15,12,9585.909999999998
14735,3,32,6065.69
14737,3,3,1164.55
14738,42,7,1314.4499999999998
14739,3,7,3902.28
14740,196,3,1448.2099999999994
14741,11,6,1400.3400000000004
14744,15,7,1099.98
14745,112,5,1220.2600000000002
14747,248,1,328.2
14748,28,5,1415.7499999999995
14752,43,1,389.63999999999993
14753,86,1,563.15
14754,44,2,638.0500000000001
14755,9,11,5010.279999999999
14756,14,1,738.9599999999998
14757,74,1,420.5
14758,144,4,1484.0599999999995
14759,4,3,1625.9699999999993
14760,296,1,89.2
14761,58,2,255.90000000000003
14762,263,1,300.52
14764,46,1,278.3
14765,28,3,254.10999999999996
14766,7,6,2473.37
14768,16,2,192.60000000000002
14769,2,8,10674.750000000007
14770,231,2,876.4199999999997
14772,111,1,139.26
14775,57,3,1011.9
14776,50,11,2538.299999999999
14778,126,2,730.8599999999999
14779,280,3,386.1499999999999
14780,54,2,447.67999999999995
14782,319,1,200.10000000000002
14784,25,2,289.99
14785,9,2,77.4
14788,6,2,679.4399999999998
14789,28,1,197.64000000000001
14790,16,4,745.0600000000001
14792,63,1,6.2
14793,20,1,228.99
14794,2,7,1319.9099999999996
14795,165,1,131.45
14796,0,17,8022.489999999978
14798,52,3,173.74
14799,50,1,157.7
14800,47,12,4339.739999999999
14801,60,1,193.1399999999999
14803,161,3,845.5500000000002
14804,8,1,353.2699999999999
14805,14,4,554.65
14806,74,1,193.39000000000004
14808,39,8,2741.169999999997
14810,40,11,2087.879999999999
14813,369,2,155.42999999999998
14815,36,2,778.5
14816,196,1,271.85
14817,199,2,1110.3399999999997
14818,73,3,657.8
14819,63,2,272.06999999999994
14820,20,4,507.2900000000001
14821,366,1,48.800000000000004
14823,179,3,321.4299999999999
14824,9,4,1127.7100000000003
14825,3,12,2226.9099999999985
14828,196,3,2139.76
14829,28,4,697.55
14830,52,1,197.13
14834,17,6,1720.3000000000004
14836,9,3,102.44999999999999
14837,89,4,1649.5000000000011
14840,267,1,62.85
14841,52,6,3295.7599999999993
14842,43,4,2824.6899999999996
14844,63,4,3189.8099999999995
14847,148,1,309.4
14849,21,25,7930.539999999996
14850,311,1,325.75
14851,22,2,511.34999999999985
14852,57,6,2836.6899999999982
14853,23,2,475.79999999999995
14854,77,7,2759.8300000000004
14855,118,2,645.6500000000001
14856,35,3,1311.3800000000006
14857,59,2,1173.1199999999997
14859,12,4,1353.739999999999
14860,18,1,170.32000000000002
14861,51,1,125.79000000000002
14862,25,2,841.2000000000002
14863,28,1,266.76
14865,6,2,52.2
14866,10,12,14389.900000000007
14867,185,3,710.2800000000001
14868,2,8,2953.590000000002
14869,8,2,725.7
14870,261,1,327.24999999999994
14871,2,4,522.3799999999997
14873,209,1,519.68
14875,107,2,1465.3200000000002
14878,12,9,1485.5400000000006
14880,76,3,706.1900000000002
14881,19,1,255.4
14882,26,2,589.7
14883,18,6,761.5900000000001
14885,131,1,765.3199999999999
14886,252,1,364.80000000000007
14887,78,1,1862.0
14888,206,1,369.2
14889,335,1,135.9
14890,253,1,125.65
14891,147,2,554.38
14893,9,2,1237.8500000000004
14894,84,1,655.7499999999999
14895,7,20,11138.710000000006
14896,204,2,468.77
14897,7,4,1366.38
14898,22,6,1303.5199999999995
14901,10,9,1421.2900000000004
14902,25,1,332.66
14903,20,5,2810.63
14904,1,2,1025.4399999999998
14905,157,2,616.1500000000001
14907,2,7,3501.0999999999976
14908,73,1,277.79999999999995
14910,2,4,434.3500000000001
14911,0,201,143825.05999999944
14912,16,2,867.8499999999998
14913,35,4,1227.4300000000005
14915,90,2,307.48
14916,70,4,1268.9799999999998
14918,115,2,1610.1499999999996
14920,212,2,977.77
14921,29,2,1316.0700000000004
14923,50,1,749.0999999999998
14924,245,1,310.05
14929,31,1,223.88
14930,108,3,2372.860000000001
14931,4,5,1257.68
14932,365,1,363.53
14934,81,2,1890.9400000000005
14935,296,1,1784.7099999999998
14936,33,8,8137.0199999999995
14937,56,3,1621.88
14944,29,12,5900.250000000002
14946,13,1,100.9
14947,71,2,290.82000000000005
14948,22,6,1101.9699999999996
14950,18,1,371.2
14951,78,1,311.69000000000005
14952,59,11,8099.489999999998
14953,24,1,289.82
14954,11,1,336.16999999999985
14957,252,1,58.49000000000001
14958,146,3,499.6799999999999
14959,63,4,695.42
14960,7,2,221.26999999999992
14961,10,9,7044.680000000002
14962,270,1,126.70000000000002
14963,9,5,1487.8000000000013
14964,246,1,206.21
14965,95,2,598.9999999999999
14966,14,1,191.3199999999999
14967,49,1,463.8
14968,29,1,147.59
14970,67,4,1592.06
14971,34,3,1116.5699999999993
14972,127,1,114.77000000000002
14973,106,3,1314.45
14974,36,1,114.39
14975,56,1,279.94
14976,56,7,790.8599999999997
14978,71,5,1931.4200000000028
14981,245,1,102.11999999999998
14984,18,2,213.26999999999998
14985,197,2,296.7499999999999
14987,15,2,326.4
14988,211,1,334.54
14995,38,2,233.23000000000005
14997,45,3,546.2
14998,169,2,429.8699999999999
15000,47,1,490.52
15002,115,4,1641.7599999999998
15004,146,1,1246.3199999999995
15005,15,28,6316.569999999991
15006,50,1,502.08999999999975
15007,158,1,156.91000000000003
15009,11,3,1261.7799999999997
15010,35,1,308.94000000000005
15012,53,2,423.0399999999996
15014,42,2,260.16999999999996
15016,172,1,170.04
15017,33,1,125.58000000000003
15018,38,3,496.21
15019,266,1,265.9999999999999
15021,8,9,1914.8200000000024
15022,11,4,905.0399999999995
15023,2,11,6802.759999999989
15024,9,10,1661.3300000000006
15025,32,1,377.01
15026,79,3,469.0
15027,30,4,1066.1499999999996
15028,7,4,627.13
15030,71,2,518.28
15031,3,4,668.14
15032,255,3,4959.0999999999985
15033,4,10,2586.670000000001
15034,15,8,4308.609999999999
15035,89,1,252.72999999999996
15036,71,3,465.55
15038,58,6,705.4899999999997
15039,9,47,19914.439999999966
15041,169,1,180.35000000000002
15042,198,1,135.93
15043,30,1,537.0
15044,18,17,7700.229999999997
15045,151,2,735.6600000000001
15046,8,15,5213.770000000001
15047,269,1,343.62
15048,64,4,384.04999999999984
15049,273,1,121.17000000000002
15050,24,3,1782.0900000000004
15051,22,3,1391.6100000000001
15052,318,1,215.78
15053,4,3,697.79
15054,11,2,302.09999999999997
15057,274,2,1489.5
15058,24,11,2124.9900000000025
15059,40,9,1337.7200000000007
15060,7,4,303.0899999999999
15061,3,48,54534.140000000014
15062,70,4,987.8599999999999
15063,212,1,370.79999999999995
15065,37,4,3158.1300000000006
15066,52,1,893.59
15067,77,3,1744.7600000000004
15068,45,2,553.3599999999998
15069,178,1,1109.5300000000007
15070,372,1,106.2
15071,93,2,982.0699999999997
15073,9,3,1043.4099999999999
15074,104,1,748.8700000000002
15075,77,1,773.0300000000002
15076,172,1,880.8500000000004
15078,6,32,9743.110000000022
15079,212,4,895.61
